time	V(control)	V(n001)	I(R1)
6.500001857342185e+00	0.000000e+00	-1.499987e+01	1.499987e-02
6.500001857753262e+00	0.000000e+00	-1.499987e+01	1.499987e-02
6.500001858235739e+00	0.000000e+00	-1.499987e+01	1.499987e-02
6.500001859050563e+00	0.000000e+00	-1.499987e+01	1.499987e-02
6.500001860375689e+00	0.000000e+00	-1.499987e+01	1.499987e-02
6.500001863025940e+00	0.000000e+00	-1.499987e+01	1.499987e-02
6.500001868326441e+00	0.000000e+00	-1.499987e+01	1.499987e-02
6.500002023325488e+00	0.000000e+00	-1.499987e+01	1.499987e-02
6.500002188657803e+00	0.000000e+00	-1.499987e+01	1.499987e-02
6.500002430860770e+00	0.000000e+00	-1.499987e+01	1.499987e-02
6.500002539817332e+00	0.000000e+00	-1.499986e+01	1.499986e-02
6.500002662232938e+00	0.000000e+00	-1.499986e+01	1.499986e-02
6.500002779803578e+00	0.000000e+00	-1.499986e+01	1.499986e-02
6.500002904217935e+00	0.000000e+00	-1.499986e+01	1.499986e-02
6.500003048772540e+00	0.000000e+00	-1.499986e+01	1.499986e-02
6.500003223348132e+00	0.000000e+00	-1.499986e+01	1.499986e-02
6.500003572499314e+00	0.000000e+00	-1.499986e+01	1.499986e-02
6.500004270801679e+00	0.000000e+00	-1.499986e+01	1.499986e-02
6.500005244297140e+00	0.000000e+00	-1.499986e+01	1.499986e-02
6.500007191288061e+00	0.000000e+00	-1.499986e+01	1.499986e-02
6.500011085269904e+00	0.000000e+00	-1.499986e+01	1.499986e-02
7.000000000000000e+00	0.000000e+00	-1.499986e+01	1.499986e-02
7.000000001000000e+00	5.000000e+00	-1.499969e+01	1.499969e-02
7.000000001108885e+00	5.000000e+00	-1.499969e+01	1.499969e-02
7.000000001254064e+00	5.000000e+00	-1.499969e+01	1.499970e-02
7.000000001753493e+00	5.000000e+00	-1.499970e+01	1.499970e-02
7.000000002093939e+00	5.000000e+00	-1.499970e+01	1.499970e-02
7.000000002589528e+00	5.000000e+00	-1.499970e+01	1.499970e-02
7.000000003159886e+00	5.000000e+00	-1.499970e+01	1.499970e-02
7.000000004068208e+00	5.000000e+00	-1.499971e+01	1.499971e-02
7.000000005433823e+00	5.000000e+00	-1.499971e+01	1.499971e-02
7.000000008165053e+00	5.000000e+00	-1.499973e+01	1.499973e-02
7.000000013627512e+00	5.000000e+00	-1.499975e+01	1.499975e-02
7.000000022115414e+00	5.000000e+00	-1.499978e+01	1.499978e-02
7.000000038281184e+00	5.000000e+00	-1.499982e+01	1.499982e-02
7.000000054712101e+00	5.000000e+00	-1.499985e+01	1.499985e-02
7.000000070156677e+00	5.000000e+00	-1.499986e+01	1.499986e-02
7.000000087540402e+00	5.000000e+00	-1.499986e+01	1.499986e-02
7.000000106312854e+00	5.000000e+00	-1.499986e+01	1.499986e-02
7.000000130828422e+00	5.000000e+00	-1.499986e+01	1.499986e-02
7.000000162237418e+00	5.000000e+00	-1.499986e+01	1.499986e-02
7.000000210354015e+00	5.000000e+00	-1.499986e+01	1.499986e-02
7.000000289445563e+00	5.000000e+00	-1.499986e+01	1.499986e-02
7.000000447628659e+00	5.000000e+00	-1.499986e+01	1.499986e-02
7.000000682347006e+00	5.000000e+00	-1.499986e+01	1.499986e-02
7.000001078704804e+00	5.000000e+00	-1.499986e+01	1.499986e-02
7.000001477289420e+00	5.000000e+00	-1.499986e+01	1.499986e-02
7.000002014148109e+00	5.000000e+00	-1.499986e+01	1.499986e-02
7.000002574695381e+00	5.000000e+00	-1.499986e+01	1.499986e-02
7.000004676862219e+00	5.000000e+00	-1.499986e+01	1.499986e-02
7.000006779029057e+00	5.000000e+00	-1.499986e+01	1.499986e-02
7.000008881195895e+00	5.000000e+00	-1.499986e+01	1.499986e-02
7.000010983362734e+00	5.000000e+00	-1.499986e+01	1.499986e-02
7.000013085529572e+00	5.000000e+00	-1.499986e+01	1.499986e-02
7.000015187696410e+00	5.000000e+00	-1.499986e+01	1.499986e-02
7.000017289863248e+00	5.000000e+00	-1.499986e+01	1.499986e-02
7.500000001000000e+00	5.000000e+00	-1.499986e+01	1.499986e-02
7.500000002000000e+00	0.000000e+00	-1.499987e+01	1.499987e-02
7.500000018000001e+00	0.000000e+00	-1.499987e+01	1.499987e-02
7.500000020692184e+00	0.000000e+00	-1.499987e+01	1.499987e-02
7.500000025234757e+00	0.000000e+00	-1.499986e+01	1.499986e-02
7.500000034319902e+00	0.000000e+00	-1.499986e+01	1.499986e-02
7.500000052490192e+00	0.000000e+00	-1.499986e+01	1.499986e-02
7.500000088830772e+00	0.000000e+00	-1.499986e+01	1.499986e-02
7.500000141718976e+00	0.000000e+00	-1.499986e+01	1.499986e-02
7.500000218098560e+00	0.000000e+00	-1.499986e+01	1.499986e-02
7.500000344677742e+00	0.000000e+00	-1.499986e+01	1.499986e-02
7.500000597836108e+00	0.000000e+00	-1.499986e+01	1.499986e-02
7.500000850191062e+00	0.000000e+00	-1.499986e+01	1.499986e-02
7.500001082684074e+00	0.000000e+00	-1.499986e+01	1.499986e-02
7.500001305863578e+00	0.000000e+00	-1.499986e+01	1.499986e-02
7.500001545666994e+00	0.000000e+00	-1.499986e+01	1.499986e-02
7.500001769190921e+00	0.000000e+00	-1.499986e+01	1.499986e-02
7.500001835081245e+00	0.000000e+00	-1.499987e+01	1.499987e-02
7.500001851978433e+00	0.000000e+00	-1.499987e+01	1.499987e-02
7.500001855094513e+00	0.000000e+00	-1.499987e+01	1.499987e-02
7.500001856035259e+00	0.000000e+00	-1.499987e+01	1.499987e-02
7.500001856311994e+00	0.000000e+00	-1.499987e+01	1.499987e-02
7.500001856526954e+00	0.000000e+00	-1.499987e+01	1.499987e-02
7.500001856753968e+00	0.000000e+00	-1.499987e+01	1.499987e-02
7.500001857054758e+00	0.000000e+00	-1.499987e+01	1.499987e-02
7.500001857342195e+00	0.000000e+00	-1.499987e+01	1.499987e-02
7.500001857753272e+00	0.000000e+00	-1.499987e+01	1.499987e-02
7.500001858235748e+00	0.000000e+00	-1.499987e+01	1.499987e-02
7.500001859050573e+00	0.000000e+00	-1.499987e+01	1.499987e-02
7.500001860375699e+00	0.000000e+00	-1.499987e+01	1.499987e-02
7.500001863025950e+00	0.000000e+00	-1.499987e+01	1.499987e-02
7.500001868326454e+00	0.000000e+00	-1.499987e+01	1.499987e-02
7.500002023325554e+00	0.000000e+00	-1.499987e+01	1.499987e-02
7.500002188657928e+00	0.000000e+00	-1.499987e+01	1.499987e-02
7.500002430860463e+00	0.000000e+00	-1.499987e+01	1.499987e-02
7.500002539817001e+00	0.000000e+00	-1.499986e+01	1.499986e-02
7.500002662232436e+00	0.000000e+00	-1.499986e+01	1.499986e-02
7.500002779802941e+00	0.000000e+00	-1.499986e+01	1.499986e-02
7.500002904217201e+00	0.000000e+00	-1.499986e+01	1.499986e-02
7.500003048771687e+00	0.000000e+00	-1.499986e+01	1.499986e-02
7.500003223347029e+00	0.000000e+00	-1.499986e+01	1.499986e-02
7.500003572497715e+00	0.000000e+00	-1.499986e+01	1.499986e-02
7.500004270799087e+00	0.000000e+00	-1.499986e+01	1.499986e-02
7.500005244291910e+00	0.000000e+00	-1.499986e+01	1.499986e-02
7.500007191277557e+00	0.000000e+00	-1.499986e+01	1.499986e-02
7.500011085248849e+00	0.000000e+00	-1.499986e+01	1.499986e-02
8.000000000000000e+00	0.000000e+00	-1.499986e+01	1.499986e-02
8.000000001000000e+00	5.000000e+00	-1.499969e+01	1.499969e-02
8.000000001108884e+00	5.000000e+00	-1.499969e+01	1.499969e-02
8.000000001254064e+00	5.000000e+00	-1.499969e+01	1.499970e-02
8.000000001753493e+00	5.000000e+00	-1.499970e+01	1.499970e-02
8.000000002093939e+00	5.000000e+00	-1.499970e+01	1.499970e-02
8.000000002589527e+00	5.000000e+00	-1.499970e+01	1.499970e-02
8.000000003159885e+00	5.000000e+00	-1.499970e+01	1.499970e-02
8.000000004068207e+00	5.000000e+00	-1.499971e+01	1.499971e-02
8.000000005433822e+00	5.000000e+00	-1.499971e+01	1.499971e-02
8.000000008165053e+00	5.000000e+00	-1.499973e+01	1.499973e-02
8.000000013627512e+00	5.000000e+00	-1.499975e+01	1.499975e-02
8.000000022115412e+00	5.000000e+00	-1.499978e+01	1.499978e-02
8.000000038281181e+00	5.000000e+00	-1.499982e+01	1.499982e-02
8.000000054712098e+00	5.000000e+00	-1.499985e+01	1.499985e-02
8.000000070156673e+00	5.000000e+00	-1.499986e+01	1.499986e-02
8.000000087540398e+00	5.000000e+00	-1.499986e+01	1.499986e-02
8.000000106312850e+00	5.000000e+00	-1.499986e+01	1.499986e-02
8.000000130828418e+00	5.000000e+00	-1.499986e+01	1.499986e-02
8.000000162237415e+00	5.000000e+00	-1.499986e+01	1.499986e-02
8.000000210354010e+00	5.000000e+00	-1.499986e+01	1.499986e-02
8.000000289445554e+00	5.000000e+00	-1.499986e+01	1.499986e-02
8.000000447628640e+00	5.000000e+00	-1.499986e+01	1.499986e-02
8.000000682346982e+00	5.000000e+00	-1.499986e+01	1.499986e-02
8.000001078704775e+00	5.000000e+00	-1.499986e+01	1.499986e-02
8.000001477289388e+00	5.000000e+00	-1.499986e+01	1.499986e-02
8.000002014148070e+00	5.000000e+00	-1.499986e+01	1.499986e-02
8.000002574695335e+00	5.000000e+00	-1.499986e+01	1.499986e-02
8.000004676862110e+00	5.000000e+00	-1.499986e+01	1.499986e-02
8.000006779028885e+00	5.000000e+00	-1.499986e+01	1.499986e-02
8.000008881195660e+00	5.000000e+00	-1.499986e+01	1.499986e-02
8.000010983362436e+00	5.000000e+00	-1.499986e+01	1.499986e-02
8.000013085529211e+00	5.000000e+00	-1.499986e+01	1.499986e-02
8.000015187695986e+00	5.000000e+00	-1.499986e+01	1.499986e-02
8.000017289862761e+00	5.000000e+00	-1.499986e+01	1.499986e-02
8.500000001000000e+00	5.000000e+00	-1.499986e+01	1.499986e-02
8.500000002000000e+00	0.000000e+00	-1.499987e+01	1.499987e-02
8.500000018000001e+00	0.000000e+00	-1.499987e+01	1.499987e-02
8.500000020692184e+00	0.000000e+00	-1.499987e+01	1.499987e-02
8.500000025234757e+00	0.000000e+00	-1.499986e+01	1.499986e-02
8.500000034319902e+00	0.000000e+00	-1.499986e+01	1.499986e-02
8.500000052490192e+00	0.000000e+00	-1.499986e+01	1.499986e-02
8.500000088830772e+00	0.000000e+00	-1.499986e+01	1.499986e-02
8.500000141718969e+00	0.000000e+00	-1.499986e+01	1.499986e-02
8.500000218098558e+00	0.000000e+00	-1.499986e+01	1.499986e-02
8.500000344677726e+00	0.000000e+00	-1.499986e+01	1.499986e-02
8.500000597836065e+00	0.000000e+00	-1.499986e+01	1.499986e-02
8.500000850191014e+00	0.000000e+00	-1.499986e+01	1.499986e-02
8.500001082684028e+00	0.000000e+00	-1.499986e+01	1.499986e-02
8.500001305863533e+00	0.000000e+00	-1.499986e+01	1.499986e-02
8.500001545666951e+00	0.000000e+00	-1.499986e+01	1.499986e-02
8.500001769190879e+00	0.000000e+00	-1.499986e+01	1.499986e-02
8.500001835081212e+00	0.000000e+00	-1.499987e+01	1.499987e-02
8.500001851978398e+00	0.000000e+00	-1.499987e+01	1.499987e-02
8.500001855094480e+00	0.000000e+00	-1.499987e+01	1.499987e-02
8.500001856035226e+00	0.000000e+00	-1.499987e+01	1.499987e-02
8.500001856311961e+00	0.000000e+00	-1.499987e+01	1.499987e-02
8.500001856526922e+00	0.000000e+00	-1.499987e+01	1.499987e-02
8.500001856753936e+00	0.000000e+00	-1.499987e+01	1.499987e-02
8.500001857054727e+00	0.000000e+00	-1.499987e+01	1.499987e-02
8.500001857342163e+00	0.000000e+00	-1.499987e+01	1.499987e-02
8.500001857753240e+00	0.000000e+00	-1.499987e+01	1.499987e-02
8.500001858235716e+00	0.000000e+00	-1.499987e+01	1.499987e-02
8.500001859050540e+00	0.000000e+00	-1.499987e+01	1.499987e-02
8.500001860375665e+00	0.000000e+00	-1.499987e+01	1.499987e-02
8.500001863025913e+00	0.000000e+00	-1.499987e+01	1.499987e-02
8.500001868326411e+00	0.000000e+00	-1.499987e+01	1.499987e-02
8.500002023325298e+00	0.000000e+00	-1.499987e+01	1.499987e-02
8.500002188657444e+00	0.000000e+00	-1.499987e+01	1.499987e-02
8.500002430861674e+00	0.000000e+00	-1.499987e+01	1.499987e-02
8.500002539818306e+00	0.000000e+00	-1.499986e+01	1.499986e-02
8.500002662234417e+00	0.000000e+00	-1.499986e+01	1.499986e-02
8.500002779805452e+00	0.000000e+00	-1.499986e+01	1.499986e-02
8.500002904220095e+00	0.000000e+00	-1.499986e+01	1.499986e-02
8.500003048775051e+00	0.000000e+00	-1.499986e+01	1.499986e-02
8.500003223351372e+00	0.000000e+00	-1.499986e+01	1.499986e-02
8.500003572504015e+00	0.000000e+00	-1.499986e+01	1.499986e-02
8.500004270809299e+00	0.000000e+00	-1.499986e+01	1.499986e-02
8.500005244312515e+00	0.000000e+00	-1.499986e+01	1.499986e-02
8.500007191318948e+00	0.000000e+00	-1.499986e+01	1.499986e-02
8.500011085331815e+00	0.000000e+00	-1.499986e+01	1.499986e-02
9.000000000000000e+00	0.000000e+00	-1.499986e+01	1.499986e-02
9.000000001000000e+00	5.000000e+00	-1.499969e+01	1.499969e-02
9.000000001108884e+00	5.000000e+00	-1.499969e+01	1.499969e-02
9.000000001254064e+00	5.000000e+00	-1.499969e+01	1.499970e-02
9.000000001753493e+00	5.000000e+00	-1.499970e+01	1.499970e-02
9.000000002093939e+00	5.000000e+00	-1.499970e+01	1.499970e-02
9.000000002589527e+00	5.000000e+00	-1.499970e+01	1.499970e-02
9.000000003159885e+00	5.000000e+00	-1.499970e+01	1.499970e-02
9.000000004068207e+00	5.000000e+00	-1.499971e+01	1.499971e-02
9.000000005433822e+00	5.000000e+00	-1.499971e+01	1.499971e-02
9.000000008165053e+00	5.000000e+00	-1.499973e+01	1.499973e-02
9.000000013627512e+00	5.000000e+00	-1.499975e+01	1.499975e-02
9.000000022115412e+00	5.000000e+00	-1.499978e+01	1.499978e-02
9.000000038281181e+00	5.000000e+00	-1.499982e+01	1.499982e-02
9.000000054712098e+00	5.000000e+00	-1.499985e+01	1.499985e-02
9.000000070156675e+00	5.000000e+00	-1.499986e+01	1.499986e-02
9.000000087540398e+00	5.000000e+00	-1.499986e+01	1.499986e-02
9.000000106312850e+00	5.000000e+00	-1.499986e+01	1.499986e-02
9.000000130828417e+00	5.000000e+00	-1.499986e+01	1.499986e-02
9.000000162237413e+00	5.000000e+00	-1.499986e+01	1.499986e-02
9.000000210354008e+00	5.000000e+00	-1.499986e+01	1.499986e-02
9.000000289445556e+00	5.000000e+00	-1.499986e+01	1.499986e-02
9.000000447628651e+00	5.000000e+00	-1.499986e+01	1.499986e-02
9.000000682346995e+00	5.000000e+00	-1.499986e+01	1.499986e-02
9.000001078704795e+00	5.000000e+00	-1.499986e+01	1.499986e-02
9.000001477289407e+00	5.000000e+00	-1.499986e+01	1.499986e-02
9.000002014148096e+00	5.000000e+00	-1.499986e+01	1.499986e-02
9.000002574695365e+00	5.000000e+00	-1.499986e+01	1.499986e-02
9.000004676862192e+00	5.000000e+00	-1.499986e+01	1.499986e-02
9.000006779029018e+00	5.000000e+00	-1.499986e+01	1.499986e-02
9.000008881195845e+00	5.000000e+00	-1.499986e+01	1.499986e-02
9.000010983362669e+00	5.000000e+00	-1.499986e+01	1.499986e-02
9.000013085529496e+00	5.000000e+00	-1.499986e+01	1.499986e-02
9.000015187696322e+00	5.000000e+00	-1.499986e+01	1.499986e-02
9.000017289863148e+00	5.000000e+00	-1.499986e+01	1.499986e-02
9.500000001000000e+00	5.000000e+00	-1.499986e+01	1.499986e-02
9.500000002000000e+00	0.000000e+00	-1.499987e+01	1.499987e-02
9.500000018000001e+00	0.000000e+00	-1.499987e+01	1.499987e-02
9.500000020692184e+00	0.000000e+00	-1.499987e+01	1.499987e-02
9.500000025234757e+00	0.000000e+00	-1.499986e+01	1.499986e-02
9.500000034319902e+00	0.000000e+00	-1.499986e+01	1.499986e-02
9.500000052490192e+00	0.000000e+00	-1.499986e+01	1.499986e-02
9.500000088830772e+00	0.000000e+00	-1.499986e+01	1.499986e-02
9.500000141718974e+00	0.000000e+00	-1.499986e+01	1.499986e-02
9.500000218098556e+00	0.000000e+00	-1.499986e+01	1.499986e-02
9.500000344677739e+00	0.000000e+00	-1.499986e+01	1.499986e-02
9.500000597836106e+00	0.000000e+00	-1.499986e+01	1.499986e-02
9.500000850191061e+00	0.000000e+00	-1.499986e+01	1.499986e-02
9.500001082684072e+00	0.000000e+00	-1.499986e+01	1.499986e-02
9.500001305863575e+00	0.000000e+00	-1.499986e+01	1.499986e-02
9.500001545666990e+00	0.000000e+00	-1.499986e+01	1.499986e-02
9.500001769190918e+00	0.000000e+00	-1.499986e+01	1.499986e-02
9.500001835081243e+00	0.000000e+00	-1.499987e+01	1.499987e-02
9.500001851978430e+00	0.000000e+00	-1.499987e+01	1.499987e-02
9.500001855094510e+00	0.000000e+00	-1.499987e+01	1.499987e-02
9.500001856035256e+00	0.000000e+00	-1.499987e+01	1.499987e-02
9.500001856311991e+00	0.000000e+00	-1.499987e+01	1.499987e-02
9.500001856526952e+00	0.000000e+00	-1.499987e+01	1.499987e-02
9.500001856753967e+00	0.000000e+00	-1.499987e+01	1.499987e-02
9.500001857054757e+00	0.000000e+00	-1.499987e+01	1.499987e-02
9.500001857342193e+00	0.000000e+00	-1.499987e+01	1.499987e-02
9.500001857753270e+00	0.000000e+00	-1.499987e+01	1.499987e-02
9.500001858235747e+00	0.000000e+00	-1.499987e+01	1.499987e-02
9.500001859050570e+00	0.000000e+00	-1.499987e+01	1.499987e-02
9.500001860375695e+00	0.000000e+00	-1.499987e+01	1.499987e-02
9.500001863025947e+00	0.000000e+00	-1.499987e+01	1.499987e-02
9.500001868326450e+00	0.000000e+00	-1.499987e+01	1.499987e-02
9.500002023325546e+00	0.000000e+00	-1.499987e+01	1.499987e-02
9.500002188657916e+00	0.000000e+00	-1.499987e+01	1.499987e-02
9.500002430860485e+00	0.000000e+00	-1.499987e+01	1.499987e-02
9.500002539817025e+00	0.000000e+00	-1.499986e+01	1.499986e-02
9.500002662232474e+00	0.000000e+00	-1.499986e+01	1.499986e-02
9.500002779802989e+00	0.000000e+00	-1.499986e+01	1.499986e-02
9.500002904217256e+00	0.000000e+00	-1.499986e+01	1.499986e-02
9.500003048771751e+00	0.000000e+00	-1.499986e+01	1.499986e-02
9.500003223347113e+00	0.000000e+00	-1.499986e+01	1.499986e-02
9.500003572497837e+00	0.000000e+00	-1.499986e+01	1.499986e-02
9.500004270799288e+00	0.000000e+00	-1.499986e+01	1.499986e-02
9.500005244292320e+00	0.000000e+00	-1.499986e+01	1.499986e-02
9.500007191278383e+00	0.000000e+00	-1.499986e+01	1.499986e-02
9.500011085250511e+00	0.000000e+00	-1.499986e+01	1.499986e-02
9.896812382145493e+00	0.000000e+00	-1.499986e+01	1.499986e-02
1.000000000000000e+01	0.000000e+00	-1.499986e+01	1.499986e-02
