time	V(gpio)	I(R4)	I(V2)	Ix(U2:GATE)	Ix(U2:IN)	Ix(U2:OUT)	Ix(U2:SOURCE)
4.023651638607568e-02	5.000000e+00	1.697657e-06	-5.061736e-04	-5.890588e-07	1.234149e-05	-2.273889e-11	-9.319546e-07
4.026272014271610e-02	5.000000e+00	1.845043e-06	-5.063349e-04	-4.729868e-07	1.234147e-05	-2.274639e-11	-1.030211e-06
4.027693144651118e-02	5.000000e+00	1.857115e-06	-5.063544e-04	-4.269164e-07	1.234146e-05	-2.274822e-11	-1.066673e-06
4.027818144651119e-02	5.000000e+00	1.861518e-06	-5.063545e-04	-4.320442e-07	1.234606e-05	-2.274124e-11	-1.069436e-06
4.027896269651109e-02	5.000000e+00	1.872236e-06	-5.063544e-04	-4.437990e-07	1.235777e-05	-2.273393e-11	-1.071287e-06
4.028052519651090e-02	5.000000e+00	1.945650e-06	-5.063541e-04	-5.400300e-07	1.243676e-05	-2.267902e-11	-1.076009e-06
4.028115569618242e-02	5.000000e+00	2.096046e-06	-5.063534e-04	-7.451081e-07	1.261880e-05	-2.245458e-11	-1.079172e-06
4.028169667695443e-02	5.000000e+00	2.711657e-06	-5.063504e-04	-1.592455e-06	1.355248e-05	-2.119488e-11	-1.085396e-06
4.028177810655191e-02	5.000000e+00	2.941951e-06	-5.063476e-04	-1.914436e-06	1.385384e-05	-1.992005e-11	-1.086824e-06
4.028194096574687e-02	5.000000e+00	3.678734e-06	-5.063411e-04	-2.938742e-06	1.488296e-05	-1.709350e-11	-1.090675e-06
4.028226668413679e-02	5.000000e+00	6.927720e-06	-5.063230e-04	-7.431638e-06	1.939739e-05	-9.139486e-12	-1.108188e-06
4.028234810793788e-02	5.000000e+00	7.881402e-06	-5.063265e-04	-8.728743e-06	2.070246e-05	-1.068804e-11	-1.114924e-06
4.028234910793788e-02	5.000000e+00	7.893085e-06	-5.063273e-04	-8.742772e-06	1.573574e-04	-1.106530e-11	-1.115014e-06
4.028238565009754e-02	5.000000e+00	8.236154e-06	-5.063337e-04	-9.196714e-06	1.578695e-04	-1.388420e-11	-1.118440e-06
4.028242219225721e-02	5.000000e+00	8.520446e-06	-5.063392e-04	-9.571548e-06	1.582880e-04	-1.634615e-11	-1.121966e-06
4.028245873441687e-02	5.000000e+00	8.745961e-06	-5.063440e-04	-9.867276e-06	1.586127e-04	-1.845115e-11	-1.125594e-06
4.028249527657654e-02	5.000000e+00	8.912699e-06	-5.063479e-04	-1.008390e-05	1.588437e-04	-2.019921e-11	-1.129323e-06
4.028253181873621e-02	5.000000e+00	9.020660e-06	-5.063510e-04	-1.022141e-05	1.589811e-04	-2.159033e-11	-1.133153e-06
4.028256836089587e-02	5.000000e+00	9.069844e-06	-5.063533e-04	-1.027981e-05	1.590247e-04	-2.262449e-11	-1.137085e-06
4.028260490305554e-02	5.000000e+00	9.060251e-06	-5.063548e-04	-1.025911e-05	1.589746e-04	-2.330171e-11	-1.141118e-06
4.028438289348185e-02	5.000000e+00	9.070104e-06	-5.063528e-04	-1.008488e-05	1.590010e-04	-2.274764e-11	-1.332975e-06
4.028593144651119e-02	5.000000e+00	9.063662e-06	-5.063519e-04	-9.919268e-06	1.590009e-04	-2.275220e-11	-1.490933e-06
4.028613096731217e-02	5.000000e+00	9.062674e-06	-5.063518e-04	-9.903577e-06	1.590009e-04	-2.275312e-11	-1.505518e-06
4.028653000891413e-02	5.000000e+00	9.060224e-06	-5.063516e-04	-1.001581e-05	1.590009e-04	-2.275509e-11	-1.388301e-06
4.028914337948453e-02	5.000000e+00	9.052671e-06	-5.063495e-04	-1.001795e-05	1.592566e-04	-2.275324e-11	-1.375431e-06
4.029175675005493e-02	5.000000e+00	9.044596e-06	-5.063470e-04	-1.001985e-05	1.594447e-04	-2.275187e-11	-1.362585e-06
4.029437012062532e-02	5.000000e+00	9.036000e-06	-5.063442e-04	-1.002152e-05	1.595652e-04	-2.275098e-11	-1.349763e-06
4.029698349119572e-02	5.000000e+00	9.026882e-06	-5.063410e-04	-1.002296e-05	1.596182e-04	-2.275057e-11	-1.336966e-06
4.029959686176611e-02	5.000000e+00	9.017243e-06	-5.063375e-04	-1.002417e-05	1.596035e-04	-2.275064e-11	-1.324193e-06
4.030221023233651e-02	5.000000e+00	9.007082e-06	-5.063336e-04	-1.002515e-05	1.595213e-04	-2.275119e-11	-1.311444e-06
4.030482360290690e-02	5.000000e+00	8.996401e-06	-5.063293e-04	-1.002590e-05	1.593715e-04	-2.275222e-11	-1.298720e-06
4.031559609168688e-02	5.000000e+00	8.950626e-06	-5.063097e-04	-1.002900e-05	1.592180e-04	-2.275264e-11	-1.246524e-06
4.033123898261374e-02	5.000000e+00	8.878530e-06	-5.062770e-04	-1.003125e-05	1.590715e-04	-2.275298e-11	-1.171468e-06
4.034963696631222e-02	5.000000e+00	8.790037e-06	-5.062353e-04	-1.003220e-05	1.590153e-04	-2.275308e-11	-1.084311e-06
4.036705670044188e-02	5.000000e+00	8.705864e-06	-5.061954e-04	-1.003249e-05	1.590129e-04	-2.275301e-11	-1.002893e-06
4.037226668413679e-02	5.000000e+00	8.680695e-06	-5.061834e-04	-1.003253e-05	1.590191e-04	-2.275299e-11	-9.787498e-07
4.037463444809491e-02	5.000000e+00	8.668289e-06	-5.061780e-04	-1.003254e-05	1.407650e-04	-2.275340e-11	-9.678138e-07
4.037936997601117e-02	5.000000e+00	8.646789e-06	-5.061674e-04	-1.003257e-05	1.590164e-04	-2.275224e-11	-9.459955e-07
4.038884103184366e-02	5.000000e+00	8.602404e-06	-5.061467e-04	-1.003259e-05	1.590123e-04	-2.275295e-11	-9.025847e-07
4.040778314350865e-02	5.000000e+00	8.516448e-06	-5.061077e-04	-1.003262e-05	1.590097e-04	-2.275260e-11	-8.166806e-07
4.043478339974055e-02	5.000000e+00	8.400492e-06	-5.060576e-04	-1.003265e-05	1.590144e-04	-2.275232e-11	-6.963202e-07
4.045570709683368e-02	5.000000e+00	8.315441e-06	-5.060228e-04	-1.003267e-05	1.590146e-04	-2.275213e-11	-6.047073e-07
4.046546870909613e-02	5.000000e+00	8.276993e-06	-5.060077e-04	-1.003268e-05	1.590146e-04	-2.275140e-11	-5.624747e-07
4.047848419211272e-02	5.000000e+00	8.227349e-06	-5.059888e-04	-1.003269e-05	1.590146e-04	-2.275205e-11	-5.066233e-07
4.050451515814591e-02	5.000000e+00	8.132693e-06	-5.059596e-04	-1.003272e-05	1.590146e-04	-2.275168e-11	-3.965211e-07
4.053443281271756e-02	5.000000e+00	8.030993e-06	-5.059404e-04	-1.003275e-05	1.590145e-04	-2.275144e-11	-2.725728e-07
4.056444243466233e-02	5.000000e+00	7.935188e-06	-5.059125e-04	-1.003278e-05	1.590145e-04	-2.275125e-11	-1.509658e-07
4.059649493155924e-02	5.000000e+00	7.838617e-06	-5.058850e-04	-1.003281e-05	1.590144e-04	-2.275109e-11	-2.401431e-08
4.060881417235687e-02	5.000000e+00	7.819603e-06	-5.058756e-04	-1.003281e-05	1.590144e-04	-2.274930e-11	1.165339e-09
4.062073530152286e-02	5.000000e+00	7.819839e-06	-5.058672e-04	-1.003280e-05	1.590144e-04	-2.274812e-11	1.161050e-09
4.063654226528002e-02	5.000000e+00	7.820920e-06	-5.058569e-04	-1.003279e-05	1.590144e-04	-2.274807e-11	1.155324e-09
4.065450616783354e-02	5.000000e+00	7.823023e-06	-5.058461e-04	-1.003278e-05	1.590143e-04	-2.274802e-11	1.148814e-09
4.069043397294056e-02	5.000000e+00	7.829658e-06	-5.058268e-04	-1.003277e-05	1.590143e-04	-2.274794e-11	1.135781e-09
4.072660312419213e-02	5.000000e+00	7.839116e-06	-5.058103e-04	-1.003275e-05	1.590142e-04	-2.274787e-11	1.122636e-09
4.076721771003106e-02	5.000000e+00	7.852466e-06	-5.057942e-04	-1.003273e-05	1.590141e-04	-2.274780e-11	1.107838e-09
4.077767408637123e-02	5.000000e+00	7.856347e-06	-5.057904e-04	-1.003272e-05	1.590141e-04	-2.274774e-11	1.104010e-09
4.078813046271140e-02	5.000000e+00	7.860364e-06	-5.057868e-04	-1.003272e-05	1.590141e-04	-2.274769e-11	1.100178e-09
4.079858683905158e-02	5.000000e+00	7.864516e-06	-5.057833e-04	-1.003271e-05	1.590141e-04	-2.274766e-11	1.096343e-09
4.080904321539176e-02	5.000000e+00	7.868804e-06	-5.057800e-04	-1.003271e-05	1.590141e-04	-2.274765e-11	1.092504e-09
4.081949959173193e-02	5.000000e+00	7.873228e-06	-5.057767e-04	-1.003270e-05	1.590140e-04	-2.274766e-11	1.088662e-09
4.082995596807210e-02	5.000000e+00	7.877787e-06	-5.057736e-04	-1.003270e-05	1.590140e-04	-2.274768e-11	1.084817e-09
4.084041234441228e-02	5.000000e+00	7.882482e-06	-5.057707e-04	-1.003270e-05	1.590140e-04	-2.274771e-11	1.080968e-09
4.090185234441228e-02	5.000000e+00	7.912929e-06	-5.057550e-04	-1.003267e-05	1.590139e-04	-2.274763e-11	1.057822e-09
4.095959687066714e-02	5.000000e+00	7.951140e-06	-5.057426e-04	-1.003266e-05	1.590138e-04	-2.274742e-11	1.032626e-09
4.103529569381207e-02	5.000000e+00	8.096911e-06	-5.057292e-04	-1.003276e-05	1.590137e-04	-2.274549e-11	9.538127e-10
4.111141224523779e-02	5.000000e+00	8.798981e-06	-5.057181e-04	-1.003361e-05	1.590136e-04	-2.273528e-11	6.074943e-10
4.118879707730462e-02	5.000000e+00	9.827962e-06	-5.057087e-04	-1.003491e-05	1.590135e-04	-2.273280e-11	1.027791e-10
4.127378553639812e-02	5.000000e+00	1.017897e-05	-5.057001e-04	-1.003532e-05	1.590135e-04	-2.274883e-11	-7.165495e-11
4.136110509873625e-02	5.000000e+00	1.011834e-05	-5.056926e-04	-1.003519e-05	1.590134e-04	-2.275130e-11	-4.615067e-11
4.144729598225444e-02	5.000000e+00	1.004652e-05	-5.056863e-04	-1.003505e-05	1.590134e-04	-2.274906e-11	-1.461969e-11
4.154495223225444e-02	5.000000e+00	1.001539e-05	-5.056802e-04	-1.003496e-05	1.590133e-04	-2.274820e-11	-2.885146e-12
4.164260848225444e-02	5.000000e+00	1.000789e-05	-5.056749e-04	-1.003490e-05	1.590132e-04	-2.274812e-11	-2.056144e-12
4.174026473225444e-02	5.000000e+00	1.000472e-05	-5.056703e-04	-1.003484e-05	1.590132e-04	-2.274817e-11	-3.048924e-12
4.183792098225445e-02	5.000000e+00	1.000150e-05	-5.056664e-04	-1.003478e-05	1.590131e-04	-2.274819e-11	-3.756051e-12
4.193557723225445e-02	5.000000e+00	9.998115e-06	-5.056628e-04	-1.003472e-05	1.590131e-04	-2.274820e-11	-4.160183e-12
4.203323348225445e-02	5.000000e+00	9.994927e-06	-5.056597e-04	-1.003466e-05	1.590130e-04	-2.274819e-11	-4.471173e-12
4.213088973225445e-02	5.000000e+00	9.992101e-06	-5.056569e-04	-1.003459e-05	1.590129e-04	-2.274819e-11	-4.799333e-12
4.222854598225445e-02	5.000000e+00	9.989771e-06	-5.056544e-04	-1.003453e-05	1.590129e-04	-2.274818e-11	-5.230382e-12
4.232620223225445e-02	5.000000e+00	9.988402e-06	-5.056521e-04	-1.003447e-05	1.590128e-04	-2.274817e-11	-5.999892e-12
4.242385848225445e-02	5.000000e+00	9.989727e-06	-5.056500e-04	-1.003442e-05	1.590127e-04	-2.274813e-11	-7.927699e-12
4.252151473225445e-02	5.000000e+00	9.999758e-06	-5.056481e-04	-1.003437e-05	1.590127e-04	-2.274801e-11	-1.383988e-11
4.261917098225446e-02	5.000000e+00	1.003853e-05	-5.056464e-04	-1.003436e-05	1.590126e-04	-2.274761e-11	-3.327718e-11
4.271682723225446e-02	5.000000e+00	1.017313e-05	-5.056448e-04	-1.003447e-05	1.590126e-04	-2.274629e-11	-9.629458e-11
4.281448348225446e-02	5.000000e+00	1.054977e-05	-5.056433e-04	-1.003489e-05	1.590125e-04	-2.274305e-11	-2.690503e-10
4.291213973225446e-02	5.000000e+00	1.121710e-05	-5.056419e-04	-1.003561e-05	1.590125e-04	-2.273983e-11	-5.496498e-10
4.300979598225446e-02	5.000000e+00	1.192317e-05	-5.056406e-04	-1.003604e-05	1.590125e-04	-2.274071e-11	-7.156515e-10
4.310745223225446e-02	5.000000e+00	1.337134e-05	-5.056394e-04	-1.003600e-05	1.590125e-04	-2.272952e-11	-7.011514e-10
4.319560117623788e-02	5.000000e+00	1.791492e-05	-5.056383e-04	-1.003562e-05	1.590125e-04	-2.267917e-11	-5.651727e-10
4.326297251166464e-02	5.000000e+00	2.775447e-05	-5.056373e-04	-1.003506e-05	1.590124e-04	-2.256111e-11	-3.623153e-10
4.333579718129853e-02	5.000000e+00	5.480402e-05	-5.056359e-04	-1.003441e-05	1.590124e-04	-2.225947e-11	-1.310447e-10
4.338831887491925e-02	5.000000e+00	9.779580e-05	-5.056342e-04	-1.003417e-05	1.590124e-04	-2.174199e-11	-5.007067e-11
4.343625549065688e-02	5.000000e+00	1.718229e-04	-5.056318e-04	-1.003409e-05	1.590124e-04	-2.085650e-11	-3.113268e-11
4.349286119918618e-02	5.000000e+00	3.421632e-04	-5.056270e-04	-1.003402e-05	1.590123e-04	-1.894441e-11	-1.875197e-11
4.355942448935521e-02	5.000000e+00	7.811523e-04	-5.056158e-04	-1.003394e-05	1.590123e-04	-1.421261e-11	-4.090185e-12
4.365708073935521e-02	5.000000e+00	2.648003e-03	-5.055745e-04	-1.003381e-05	1.590122e-04	3.823036e-12	1.942758e-11
4.373777572931885e-02	5.000000e+00	7.248855e-03	-5.054672e-04	-1.003360e-05	1.590122e-04	5.143664e-11	6.869773e-11
4.379770451846593e-02	5.000000e+00	1.523326e-02	-5.052622e-04	-1.003328e-05	1.590121e-04	1.430102e-10	1.625265e-10
4.384996230850404e-02	5.000000e+00	2.892380e-02	-5.049133e-04	-1.003276e-05	1.590121e-04	2.992940e-10	3.217034e-10
4.389800070648674e-02	5.000000e+00	5.173754e-02	-5.043456e-04	-1.003194e-05	1.590120e-04	5.543029e-10	5.801634e-10
4.393945181258273e-02	5.000000e+00	8.472183e-02	-5.035300e-04	-1.003078e-05	1.590120e-04	9.218695e-10	9.514477e-10
4.398168047303133e-02	5.000000e+00	1.384675e-01	-5.022715e-04	-1.002900e-05	1.590119e-04	1.491160e-09	1.525180e-09
4.402455073988747e-02	5.000000e+00	2.245289e-01	-5.003681e-04	-1.002631e-05	1.590118e-04	2.355747e-09	2.394909e-09
4.406964102082910e-02	5.000000e+00	3.652473e-01	-4.974871e-04	-1.002222e-05	1.590116e-04	3.670549e-09	3.715543e-09
4.410732708874831e-02	5.000000e+00	5.369217e-01	-4.941791e-04	-1.001751e-05	1.590114e-04	5.188576e-09	5.238431e-09
4.415002638917952e-02	5.000000e+00	8.077679e-01	-4.896601e-04	-1.001102e-05	1.590111e-04	7.275399e-09	7.329958e-09
4.416562813302567e-02	5.000000e+00	9.302173e-01	-4.876078e-04	-1.000804e-05	1.590110e-04	8.232038e-09	8.288043e-09
4.417972490307518e-02	5.000000e+00	1.052463e+00	-4.858523e-04	-1.000547e-05	1.590108e-04	9.052982e-09	1.068843e-08
4.419756647961163e-02	5.000000e+00	1.223576e+00	-4.836527e-04	-1.000221e-05	1.590107e-04	1.008395e-08	1.812538e-08
4.421075772024419e-02	5.000000e+00	1.361773e+00	-4.820622e-04	-9.999787e-06	1.590105e-04	1.083299e-08	2.564451e-08
4.422457017720331e-02	5.000000e+00	1.517256e+00	-4.803611e-04	-9.997206e-06	1.590103e-04	1.163760e-08	3.497989e-08
4.424529806397686e-02	5.000000e+00	1.771470e+00	-4.778086e-04	-9.993307e-06	1.590101e-04	1.285161e-08	5.158239e-08
4.427454177033559e-02	5.000000e+00	2.172541e+00	-4.742756e-04	-9.987833e-06	1.590097e-04	1.454735e-08	7.993450e-08
4.432545980395265e-02	5.000000e+00	2.984263e+00	-4.685445e-04	-9.978687e-06	1.590088e-04	1.734250e-08	1.417681e-07
4.437365335699970e-02	5.000000e+00	3.871818e+00	-4.640160e-04	-9.971066e-06	1.590079e-04	1.960868e-08	2.126592e-07
4.442188681071056e-02	5.000000e+00	4.856629e+00	-4.602195e-04	-9.964743e-06	1.590069e-04	2.141042e-08	2.935336e-07
4.442995228161845e-02	5.000000e+00	5.029239e+00	-4.724274e-04	-9.964209e-06	1.590067e-04	2.153432e-08	3.076419e-07
4.443326372495852e-02	5.000000e+00	5.100692e+00	-4.831901e-04	-9.963880e-06	1.590067e-04	2.162158e-08	3.135501e-07
4.443454601810188e-02	5.000000e+00	5.128452e+00	-4.834677e-04	-9.963735e-06	1.590066e-04	2.166157e-08	3.158588e-07
4.443774053913083e-02	5.000000e+00	5.197824e+00	-4.837471e-04	-9.963385e-06	1.590066e-04	2.175629e-08	3.216395e-07
4.444102969856711e-02	5.000000e+00	5.269566e+00	-4.839437e-04	-9.963029e-06	1.590065e-04	2.185260e-08	3.276278e-07
4.444760801743970e-02	5.000000e+00	5.413975e+00	-4.841923e-04	-9.962330e-06	1.590063e-04	2.203994e-08	3.397044e-07
4.446076465518486e-02	5.000000e+00	5.706321e+00	-4.844343e-04	-9.960994e-06	1.590060e-04	2.239351e-08	3.642345e-07
4.448707793067518e-02	5.000000e+00	6.303659e+00	-4.849776e-04	-9.958559e-06	1.590054e-04	2.301757e-08	4.146488e-07
4.452682472466335e-02	5.000000e+00	7.231778e+00	-4.875782e-04	-9.955509e-06	1.590045e-04	2.374069e-08	4.935943e-07
4.456338093770333e-02	5.000000e+00	8.104812e+00	-4.906329e-04	-9.953485e-06	1.590036e-04	2.413802e-08	5.682933e-07
4.459964229924941e-02	5.000000e+00	8.981432e+00	-4.942181e-04	-9.952087e-06	1.590027e-04	2.432524e-08	6.433494e-07
4.465852140279006e-02	5.000000e+00	1.040985e+01	-5.010450e-04	-9.950731e-06	1.590012e-04	2.432127e-08	7.647328e-07
4.471599721107954e-02	5.000000e+00	1.178826e+01	-5.090490e-04	-9.950798e-06	1.589998e-04	2.385811e-08	8.808753e-07
4.480641639423690e-02	5.000000e+00	1.387215e+01	-5.239971e-04	-9.952894e-06	1.589977e-04	2.249379e-08	1.054791e-06
4.490367188996142e-02	5.000000e+00	1.592343e+01	-5.379393e-04	-9.958111e-06	1.589956e-04	2.010356e-08	1.223467e-06
4.496961356631757e-02	5.000000e+00	1.716226e+01	-5.384988e-04	-9.963607e-06	1.589944e-04	1.788402e-08	1.323617e-06
4.502607173400879e-02	5.000000e+00	1.810704e+01	-5.336949e-04	-9.968930e-06	1.589934e-04	1.581907e-08	1.399137e-06
4.508537886222711e-02	5.000000e+00	1.897461e+01	-5.265803e-04	-9.974849e-06	1.589925e-04	1.358384e-08	1.467729e-06
4.514971458168252e-02	5.000000e+00	1.976964e+01	-5.187716e-04	-9.981255e-06	1.589917e-04	1.121262e-08	1.529877e-06
4.520406914703658e-02	5.000000e+00	2.033413e+01	-5.142407e-04	-9.985931e-06	1.589912e-04	9.471279e-09	1.573652e-06
4.525801728590648e-02	5.000000e+00	2.081225e+01	-5.110959e-04	-9.989594e-06	1.589907e-04	8.114530e-09	1.611013e-06
4.531872521193071e-02	5.000000e+00	2.127703e+01	-5.085352e-04	-9.992406e-06	1.589902e-04	7.039525e-09	1.647658e-06
4.537654946693823e-02	5.000000e+00	2.166958e+01	-5.067377e-04	-9.993963e-06	1.589898e-04	6.400624e-09	1.679040e-06
4.544656290596964e-02	5.000000e+00	2.210242e+01	-5.052455e-04	-9.995080e-06	1.589894e-04	5.890688e-09	1.713863e-06
4.551382021420785e-02	5.000000e+00	2.249008e+01	-5.042941e-04	-9.995565e-06	1.589890e-04	5.602464e-09	1.745325e-06
4.559463757884268e-02	5.000000e+00	2.293321e+01	-5.036001e-04	-9.995805e-06	1.589885e-04	5.375624e-09	1.781345e-06
4.567123189213673e-02	5.000000e+00	2.333874e+01	-5.032135e-04	-9.995774e-06	1.589881e-04	3.091099e-08	1.814434e-06
4.570867972755677e-02	5.000000e+00	2.353350e+01	-5.030875e-04	-9.995672e-06	1.588125e-04	1.811980e-07	1.830463e-06
4.572535775134545e-02	5.000000e+00	2.359964e+01	-5.047492e-04	-1.000004e-05	1.587325e-04	2.592616e-07	1.833231e-06
4.573985892640160e-02	5.000000e+00	2.362533e+01	-5.076018e-04	-1.000793e-05	1.586977e-04	2.909757e-07	1.830462e-06
4.575113543130325e-02	5.000000e+00	2.363994e+01	-5.066103e-04	-1.000698e-05	1.586775e-04	3.118790e-07	1.831770e-06
4.576377977521585e-02	5.000000e+00	2.365329e+01	-5.062171e-04	-1.000738e-05	1.586581e-04	3.310319e-07	1.832544e-06
4.578906846304107e-02	5.000000e+00	2.367474e+01	-5.055308e-04	-1.000794e-05	1.586264e-04	3.630021e-07	1.833689e-06
4.581781123973705e-02	5.000000e+00	2.369376e+01	-5.048920e-04	-1.000829e-05	1.585960e-04	3.923649e-07	1.834710e-06
4.585040463451662e-02	5.000000e+00	2.371132e+01	-5.043338e-04	-1.000848e-05	1.585682e-04	4.205622e-07	1.835688e-06
4.588427610765571e-02	5.000000e+00	2.372644e+01	-5.039266e-04	-1.000864e-05	1.585430e-04	4.454911e-07	1.836504e-06
4.592082743395192e-02	5.000000e+00	2.374029e+01	-5.036074e-04	-1.000874e-05	1.585195e-04	4.688820e-07	1.837240e-06
4.595929924702462e-02	5.000000e+00	2.375280e+01	-5.033660e-04	-1.000881e-05	1.584978e-04	4.904738e-07	1.837891e-06
4.600153781881253e-02	5.000000e+00	2.376468e+01	-5.031751e-04	-1.000887e-05	1.584768e-04	5.113717e-07	1.838495e-06
4.605175321035502e-02	5.000000e+00	2.377684e+01	-5.030158e-04	-1.000892e-05	1.584549e-04	5.331771e-07	1.839100e-06
4.610259674219963e-02	5.000000e+00	2.378747e+01	-5.029055e-04	-1.000894e-05	1.584354e-04	5.525415e-07	1.839620e-06
4.615674266430465e-02	5.000000e+00	2.379731e+01	-5.028267e-04	-1.000895e-05	1.584171e-04	5.707489e-07	1.840092e-06
4.620809325225215e-02	5.000000e+00	2.380551e+01	-5.027769e-04	-1.000896e-05	1.584016e-04	5.861125e-07	1.840479e-06
4.626239864141653e-02	5.000000e+00	2.381320e+01	-5.027418e-04	-1.000895e-05	1.583870e-04	6.006852e-07	1.840837e-06
4.631685831769337e-02	5.000000e+00	2.382007e+01	-5.027183e-04	-1.000894e-05	1.583738e-04	6.138314e-07	1.841152e-06
4.637624113317788e-02	5.000000e+00	2.382675e+01	-5.027013e-04	-1.000893e-05	1.583608e-04	6.267475e-07	1.841456e-06
4.643888448957199e-02	5.000000e+00	2.383304e+01	-5.026893e-04	-1.000891e-05	1.583485e-04	6.390048e-07	1.841738e-06
4.650876860830412e-02	5.000000e+00	2.383929e+01	-5.026806e-04	-1.000889e-05	1.583362e-04	6.512748e-07	1.842016e-06
4.658502239994668e-02	5.000000e+00	2.384533e+01	-5.026744e-04	-1.000886e-05	1.583241e-04	6.632341e-07	1.842281e-06
4.667165713168159e-02	5.000000e+00	2.385138e+01	-5.026697e-04	-1.000882e-05	1.583120e-04	6.753050e-07	1.842545e-06
4.676889550431874e-02	5.000000e+00	2.385732e+01	-5.026663e-04	-1.000877e-05	1.583000e-04	6.872548e-07	1.842802e-06
4.686655175431874e-02	5.000000e+00	2.386255e+01	-5.026639e-04	-1.000873e-05	1.582893e-04	6.978440e-07	1.843027e-06
4.696420800431874e-02	5.000000e+00	2.386717e+01	-5.026623e-04	-1.000868e-05	1.582798e-04	7.072571e-07	1.843224e-06
4.706186425431874e-02	5.000000e+00	2.387128e+01	-5.026610e-04	-1.000863e-05	1.582713e-04	7.156802e-07	1.843398e-06
4.725717675431874e-02	5.000000e+00	2.387829e+01	-5.026594e-04	-1.000852e-05	1.582568e-04	7.301235e-07	1.843694e-06
4.745248925431875e-02	5.000000e+00	2.388403e+01	-5.026583e-04	-1.000842e-05	1.582447e-04	7.420597e-07	1.843934e-06
4.764780175431875e-02	5.000000e+00	2.388883e+01	-5.026576e-04	-1.000831e-05	1.582345e-04	7.520903e-07	1.844134e-06
4.784311425431875e-02	5.000000e+00	2.389290e+01	-5.026570e-04	-1.000820e-05	1.582259e-04	7.606384e-07	1.844303e-06
4.803842675431876e-02	5.000000e+00	2.389639e+01	-5.026567e-04	-9.996902e-06	1.582184e-04	7.680072e-07	1.844447e-06
4.833139550431876e-02	5.000000e+00	2.390077e+01	-5.026563e-04	-9.924862e-06	1.582089e-04	7.773036e-07	1.844627e-06
4.862436425431876e-02	5.000000e+00	2.390436e+01	-5.026560e-04	-9.816270e-06	1.582011e-04	7.849508e-07	1.844774e-06
4.891733300431877e-02	5.000000e+00	2.390735e+01	-5.026558e-04	-9.691907e-06	1.581945e-04	7.913361e-07	1.844897e-06
4.914054729003306e-02	5.000000e+00	2.390924e+01	-5.026557e-04	-9.591525e-06	1.581904e-04	7.953919e-07	1.844974e-06
4.936376157574734e-02	5.000000e+00	2.391098e+01	-5.026556e-04	-9.493889e-06	1.581865e-04	7.991258e-07	1.845044e-06
4.958697586146164e-02	5.000000e+00	2.391256e+01	-5.026555e-04	-9.398999e-06	1.581830e-04	8.025377e-07	1.845109e-06
4.981019014717592e-02	5.000000e+00	2.391400e+01	-5.026555e-04	-9.306854e-06	1.581798e-04	8.056279e-07	1.845167e-06
5.003340443289021e-02	5.000000e+00	2.391528e+01	-5.026554e-04	-9.217454e-06	1.581769e-04	8.083961e-07	1.845219e-06
5.025661871860450e-02	5.000000e+00	2.391641e+01	-5.026554e-04	-9.130800e-06	1.581743e-04	8.108424e-07	1.845265e-06
5.047983300431879e-02	5.000000e+00	2.391739e+01	-5.026553e-04	-9.046891e-06	1.581721e-04	8.129668e-07	1.845304e-06
5.094021246860451e-02	5.000000e+00	2.391916e+01	-5.026553e-04	-8.891510e-06	1.581680e-04	8.164672e-07	1.845376e-06
5.140059193289023e-02	5.000000e+00	2.392075e+01	-5.026553e-04	-8.747394e-06	1.581643e-04	8.198197e-07	1.845440e-06
5.186097139717595e-02	5.000000e+00	2.392218e+01	-5.026552e-04	-8.614543e-06	1.581610e-04	8.230243e-07	1.845497e-06
5.232135086146168e-02	5.000000e+00	2.392343e+01	-5.026552e-04	-8.492958e-06	1.581580e-04	8.260811e-07	1.845547e-06
5.278173032574739e-02	5.000000e+00	2.392452e+01	-5.026552e-04	-8.382638e-06	1.581554e-04	8.289900e-07	1.845591e-06
5.324210979003312e-02	5.000000e+00	2.392543e+01	-5.026552e-04	-8.283583e-06	1.581532e-04	8.317511e-07	1.845627e-06
5.370248925431884e-02	5.000000e+00	2.392617e+01	-5.026552e-04	-8.195794e-06	1.581513e-04	8.343644e-07	1.845656e-06
5.460213378941615e-02	5.000000e+00	2.392746e+01	-5.026552e-04	-8.045383e-06	1.581481e-04	8.455050e-07	1.845707e-06
5.550177832451345e-02	5.000000e+00	2.392861e+01	-5.026552e-04	-7.908676e-06	1.581452e-04	8.567352e-07	1.845752e-06
5.640142285961076e-02	5.000000e+00	2.392963e+01	-5.026552e-04	-7.785674e-06	1.581425e-04	8.680551e-07	1.845791e-06
5.730106739470807e-02	5.000000e+00	2.393052e+01	-5.026552e-04	-7.676376e-06	1.581402e-04	8.794644e-07	1.845826e-06
5.820071192980538e-02	5.000000e+00	2.393128e+01	-5.026552e-04	-7.580782e-06	1.581381e-04	8.909634e-07	1.845855e-06
5.910035646490269e-02	5.000000e+00	2.393190e+01	-5.026552e-04	-7.498892e-06	1.581364e-04	9.025519e-07	1.845878e-06
6.000000100000000e-02	5.000000e+00	2.393239e+01	-5.026552e-04	-7.430707e-06	1.581349e-04	9.142300e-07	1.845896e-06
6.000000200000000e-02	1.997902e-08	2.393239e+01	-5.042719e-04	-7.430707e-06	1.581349e-04	9.142300e-07	1.845896e-06
